VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
field,"['Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.', 'The video game animation field is projected to grow by about 4% over the next six years.']",2
an extensive background,"['Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",1
multimedia knowledge,"['Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",1
a degree,"['Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",1
a field,"['Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",1
computer graphics,"['Animators usually have an extensive background in multimedia knowledge, as well as a degree in a field like computer graphics or animation.']",1
the video game animation field,['The video game animation field is projected to grow by about 4% over the next six years.'],1
about 4%,['The video game animation field is projected to grow by about 4% over the next six years.'],1
a healthy salary,['Animators can expect to see a healthy salary.'],1
2-4 years,"['Those who have 2-4 years of experience are seeing a median salary of $72,520.']",1
a median salary,"['Those who have 2-4 years of experience are seeing a median salary of $72,520.']",1
testing,"['\n\nVideo Game Testing and Quality Assurance (QA)', 'Testers usually run through what is called matrix testing, where they have to test every permutation and combination of events that could possibly happen in a game to ensure that nothing can break it.']",2
assurance,"['\n\nVideo Game Testing and Quality Assurance (QA)', 'Luckily, video game testers (better known as video game quality assurance testers) get paid to play, but more importantly, break, video games.']",2
qa,"['\n\nVideo Game Testing and Quality Assurance (QA)', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.', 'There are really no essential educational credentials to have when it comes to QA testing video games.', 'On average, lead video game QA testers make around $55,000 annually.']",5
video game testing,['\n\nVideo Game Testing and Quality Assurance (QA)'],1
quality assurance,['\n\nVideo Game Testing and Quality Assurance (QA)'],1
